date;artistName;daily_listening_count
2024-10-04;King Krule;1
2024-10-04;Wax Poetic;2
2024-10-04;Kylie Minogue;1
2024-10-04;Moriarty;2
2024-10-04;Bronski Beat;1
2024-10-04;Dhafer Youssef;1
2024-10-04;Sakin;5
2024-10-04;Siyasiyabend;3
2024-10-04;Yavuz Çetin;1
2024-10-04;Henry The Lee;1
2024-10-04;Mehmet Güreli;1
2024-10-04;Kramp;1
2024-10-04;Anouar Brahem;1
2024-10-04;Guts;1
2024-10-04;Joan Chamorro;1
2024-10-04;Thievery Corporation;3
2024-10-04;Gotan Project;2
2024-10-04;Bobby Womack;1
2024-10-04;Troublemakers;1
2024-10-04;Alice Russell;1
2024-10-04;The Herbaliser;1
2024-10-04;TM Juke;1
2024-10-04;Ilhan Ersahin;1
2024-10-04;Barcelona Gipsy Klezmer Orchestra;1
2024-10-04;Alan Tew;1
2024-10-04;Büyük Ev Ablukada;12
2024-10-04;Palmiyeler;1
2024-10-04;Ari Barokas;1
2024-10-04;Bulutsuzluk Özlemi;1
2024-10-04;B.B. King;1
2024-10-04;BADBADNOTGOOD;1
2024-10-04;Albin de la Simone;1
2024-10-04;Michelle Gurevich;1
2024-10-04;Rolando Alarcon;2
2024-10-04;Steppenwolf;1
2024-10-04;Roxy Music;1
2024-10-04;Goran Bregović;1
2024-10-04;Pitbull;1
2024-10-04;UFO;1
2024-10-04;Supertramp;1
2024-10-04;Alice Cooper;1
2024-10-04;The Dø;1
2024-10-04;MEG MYERS;1
2024-10-04;Duman;1
2024-10-04;Sabina Sciubba;1
2024-10-04;Malik Djoudi;1
2024-10-04;Jacqueline Taieb;1
2024-10-04;Lana Del Rey;1
2024-10-04;Chris Montez;1
2024-10-04;The Gluts;1
2024-10-04;Guns N' Roses;1
2024-10-04;Chingon;1
2024-10-04;Egemen Akkol;1
2024-10-05;Bobby Womack;2
2024-10-05;Sheer Mag;1
2024-10-05;Miel De Montagne;1
2024-10-05;Dafuniks;1
2024-10-05;Hardal;2
2024-10-05;Ben Webster;1
2024-10-05;Yasemin Mori;1
2024-10-05;L'Impératrice;1
2024-10-05;Meri Lida;1
2024-10-05;Lita Ford;1
2024-10-05;Jacky Terrasson;1
2024-10-05;Princess Chelsea;2
2024-10-05;Robert Plant;2
2024-10-05;Tim Curry;1
2024-10-05;PJ Harvey;1
2024-10-05;Moriarty;1
2024-10-05;The Limiñanas;1
2024-10-05;Blue Öyster Cult;1
2024-10-05;Gadjo Dilo;1
2024-10-05;Radiohead;1
2024-10-05;Other Lives;1
2024-10-05;Teoman;1
2024-10-05;Camp Claude;1
2024-10-05;Pinhani;1
2024-10-05;Ichiro Shimoda;1
2024-10-05;Nil Karaibrahimgil;1
2024-10-05;Black Sabbath;1
2024-10-05;Al Stewart;1
2024-10-05;Eyedress;1
2024-10-05;Janko Nilovic;1
2024-10-05;Eleni Karaindrou;1
2024-10-05;Krzysztof Kobylinski;1
2024-10-05;Yavuz Çetin;3
2024-10-05;Sakin;2
2024-10-05;Ari Barokas;1
2024-10-05;Siyasiyabend;1
2024-10-05;Gülce Duru;1
2024-10-05;Kaan Tangöze;1
2024-10-05;Alan Tew;1
2024-10-05;Romare;1
2024-10-05;Mo' Horizons;1
2024-10-05;Anouar Brahem;1
2024-10-05;Thievery Corporation;2
2024-10-05;Vincent Peirani;1
2024-10-05;Ilhan Ersahin;2
2024-10-05;Red Hot Chili Peppers;2
2024-10-05;Green Day;1
2024-10-05;Nirvana;1
2024-10-05;System Of A Down;1
2024-10-05;Talking Heads;1
2024-10-05;The Doors;1
2024-10-05;Büyük Ev Ablukada;9
2024-10-06;Büyük Ev Ablukada;24
2024-10-06;Palmiyeler;11
2024-10-06;Sakin;11
2024-10-06;Bulutsuzluk Özlemi;2
2024-10-06;Ari Barokas;9
2024-10-06;Siyasiyabend;6
2024-10-06;Son Feci Bisiklet;7
2024-10-06;Flört;1
2024-10-06;Yavuz Çetin;6
2024-10-06;Henry The Lee;1
2024-10-06;Feyyaz Yigit;5
2024-10-06;Fırat Ağacık;1
2024-10-06;Mehmet Güreli;1
2024-10-06;Kesmeşeker;1
2024-10-06;No Land;6
2024-10-06;Kaan Tangöze;1
2024-10-06;Adamlar;4
2024-10-06;Yüzyüzeyken Konuşuruz;3
2024-10-06;Peyk;3
2024-10-06;Güncel Gürsel Artıktay;1
2024-10-06;Lin Pesto;8
2024-10-06;Can Güngör;2
2024-10-06;Kaan Boşnak;1
2024-10-06;Yasemin Mori;1
2024-10-06;TurkodiRoma;1
2024-10-06;Jakuzi;5
2024-10-06;Brek;3
2024-10-06;Sedef Sebüktekin;1
2024-10-06;Gaye Su Akyol;1
2024-10-06;Can Kazaz;1
2024-10-06;Hedonutopia;1
2024-10-06;Soft Analog;1
2024-10-06;uclercagri;1
2024-10-06;Doğan Duru;1
2024-10-06;La Femme;2
2024-10-06;Malik Djoudi;2
2024-10-06;Vendredi sur Mer;1
2024-10-06;Juniore;2
2024-10-06;Jacqueline Taieb;1
2024-10-06;MPL;1
2024-10-06;Reymour;1
2024-10-06;AGAV;1
2024-10-06;Pépite;1
2024-10-06;George Mgrdichian;3
2024-10-06;Zafer Taşdan;1
2024-10-06;Chapelier Fou;1
2024-10-06;Gus Vali;1
2024-10-06;Andre Hajj Ensemble;1
2024-10-06;Lou Reed;2
2024-10-06;Rodríguez;2
2024-10-06;America;2
2024-10-06;The Doors;3
2024-10-06;The Rolling Stones;1
2024-10-06;Creedence Clearwater Revival;2
2024-10-06;Jimi Hendrix;2
2024-10-06;J.J. Cale;1
2024-10-06;Ry Cooder;1
2024-10-06;Canned Heat;1
2024-10-06;Dusty Springfield;1
2024-10-06;Marvin Gaye;1
2024-10-06;The Temptations;1
2024-10-06;Jefferson Airplane;1
2024-10-06;AC/DC;1
2024-10-06;Motörhead;1
2024-10-06;Led Zeppelin;1
2024-10-06;John C. Cale and Nico Nico;1
2024-10-06;Marion Black;1
2024-10-06;The Box Tops;1
2024-10-06;Booker T. & the M.G.'s;1
2024-10-06;Trend Müzik Orkestrası;1
2024-10-07;The Rolling Stones;2
2024-10-07;Büyük Ev Ablukada;3
2024-10-07;bar italia;3
2024-10-07;mark william lewis;2
2024-10-07;America;4
2024-10-07;The Doors;3
2024-10-07;Ry Cooder;1
2024-10-07;Canned Heat;1
2024-10-07;Creedence Clearwater Revival;1
2024-10-07;J.J. Cale;1
2024-10-07;Jimi Hendrix;2
2024-10-07;Dusty Springfield;1
2024-10-07;Marvin Gaye;1
2024-10-07;The Temptations;1
2024-10-07;Jefferson Airplane;1
2024-10-07;Füsun Önal;5
2024-10-07;Rana Alagöz;2
2024-10-07;Şenay;3
2024-10-07;Gökben;1
2024-10-07;Marc Aryan;3
2024-10-07;Mavi Işıklar;2
2024-10-07;Alpay;1
2024-10-07;Asu Maralman;2
2024-10-07;Ersen ve Dadaşlar;1
2024-10-07;L.S.D. Orkestrası;1
2024-10-07;Hümeyra;3
2024-10-07;Ayla Dikmen;1
2024-10-07;Aylin Urgal;1
2024-10-07;Gönül Yazar;1
2024-10-07;Ten Years After;1
2024-10-07;Lou Reed;1
2024-10-07;Rodríguez;3
2024-10-07;Shanapanel;1
2024-10-07;Motörhead;1
2024-10-07;John C. Cale and Nico Nico;1
2024-10-08;Lou Reed;2
2024-10-08;Jefferson Airplane;2
2024-10-08;Creedence Clearwater Revival;4
2024-10-08;Dusty Springfield;2
2024-10-08;Canned Heat;1
2024-10-08;The Rolling Stones;1
2024-10-08;John C. Cale and Nico Nico;1
2024-10-08;AC/DC;2
2024-10-08;Jimi Hendrix;1
2024-10-08;The Temptations;1
2024-10-09;The Doors;2
2024-10-09;Bob Dylan;5
2024-10-09;Paolo Nutini;2
2024-10-09;Pentagram;1
2024-10-09;J.J. Cale;1
2024-10-09;Asaf Avidan;1
2024-10-09;Isaac Hayes;1
2024-10-09;Teoman;1
2024-10-09;Vanessa Paradis;1
2024-10-09;Moriarty;1
2024-10-09;Goran Bregović;1
2024-10-09;Joana Machado;1
2024-10-09;The Limiñanas;1
2024-10-09;Stefano Landi;1
2024-10-09;Büyük Ev Ablukada;1
2024-10-09;Halsey;1
2024-10-09;Cage The Elephant;1
2024-10-09;Mott The Hoople;1
2024-10-09;Bratia Stereo;1
2024-10-09;David Bowie;1
2024-10-09;PJ Harvey;1
2024-10-09;Meri Lida;2
2024-10-09;Rolando Alarcon;4
2024-10-09;Stars Of St. Petersburg;3
2024-10-09;Anthony Gressier;1
2024-10-09;Ural Cossacks Choir;1
2024-10-09;Manu Chao;1
2024-10-09;Dr Nele Karajlic;1
2024-10-09;Antonio González;1
2024-10-09;Angelo Petisi;1
2024-10-09;Kanizsa Csillagai;1
2024-10-09;Soledad Bravo;1
2024-10-09;Charles Rocchi;1
2024-10-09;Los Calchakis;1
2024-10-09;The Rolling Stones;1
2024-10-09;Pinhani;3
2024-10-09;Şebnem Ferah;1
2024-10-09;Kalben;1
2024-10-09;Son Feci Bisiklet;1
2024-10-09;Adamlar;1
2024-10-09;M Lisa;1
2024-10-10;Batuhan Kordel;1
2024-10-10;La Femme;16
2024-10-10;Bajofondo;1
2024-10-10;Bobby Womack;1
2024-10-10;PJ Harvey;1
2024-10-10;The Herbaliser;1
2024-10-10;Madonna;1
2024-10-10;Wax Tailor;1
2024-10-10;Thievery Corporation;2
2024-10-10;Handsome Boy Modeling School;1
2024-10-10;Barcelona Gipsy Klezmer Orchestra;1
2024-10-10;Romare;1
2024-10-10;Yom;1
2024-10-10;Alan Tew;1
2024-10-10;Bob Dylan;2
2024-10-11;Bob Dylan;6
2024-10-11;Özdemir Erdoğan;14
2024-10-11;Şebnem Ferah;1
2024-10-11;Pinhani;2
2024-10-11;Füsun Önal;2
2024-10-11;Ayten Alpman;5
2024-10-11;Palmiyeler;1
2024-10-11;Kalben;3
2024-10-11;3 Hürel;1
2024-10-11;Adamlar;3
2024-10-11;Kamuran Akkor;1
2024-10-11;Tanju Okan;1
2024-10-11;Jakuzi;1
2024-10-11;Nur Yoldas;1
2024-10-11;Teoman;3
2024-10-11;Ayla Dikmen;2
2024-10-11;Dario Moreno;1
2024-10-11;Kaan Boşnak;1
2024-10-11;Duman;4
2024-10-11;Hümeyra;1
2024-10-11;Esmeray;1
2024-10-11;Nilüfer;2
2024-10-11;Son Feci Bisiklet;1
2024-10-11;Fikret Kızılok;1
2024-10-11;Asu Maralman;1
2024-10-11;Rodríguez;4
2024-10-11;America;2
2024-10-11;J.J. Cale;2
2024-10-11;Motörhead;2
2024-10-11;Led Zeppelin;3
2024-10-11;Creedence Clearwater Revival;3
2024-10-11;Jefferson Airplane;2
2024-10-11;Ry Cooder;2
2024-10-11;Dusty Springfield;2
2024-10-11;Jimi Hendrix;3
2024-10-11;Marvin Gaye;2
2024-10-11;Lou Reed;2
2024-10-11;John C. Cale and Nico Nico;2
2024-10-11;AC/DC;2
2024-10-11;Canned Heat;2
2024-10-11;The Temptations;2
2024-10-11;GFB;1
2024-10-11;Shanapanel;2
2024-10-11;Selçuk Abay;1
2024-10-11;Moğollar;1
2024-10-11;Barış Manço;2
2024-10-11;Fenerbahçe Taraftar Korosu;4
2024-10-11;Fenerin Çocukları;8
2024-10-11;Sertab Erener;1
2024-10-11;Mehter;2
2024-10-11;Grup Vitamin;1
2024-10-11;Cem Karaca;4
2024-10-11;Edip Akbayram;2
2024-10-11;Altay;1
2024-10-11;Galatasaray Korosu;3
2024-10-11;Erkin Koray;3
2024-10-11;Hasan Bitmez Project;1
2024-10-11;Genç Fenerbahçeliler;2
2024-10-11;Tarık İster;2
2024-10-11;Grup Yorum;1
2024-10-11;Fenerbahçe FanChants;1
2024-10-11;Tribün Besteleri;4
2024-10-11;Fb Camiasi;1
2024-10-11;Galatasaray Tribün Korosu;1
2024-10-11;Feridun Düzağaç;1
2024-10-11;Türk Gençliği Korosu;1
2024-10-11;The Doors;2
2024-10-11;The Rolling Stones;1
2024-10-11;Marion Black;1
2024-10-11;The Box Tops;1
2024-10-12;J.J. Cale;2
2024-10-12;Ten Years After;1
2024-10-12;Dusty Springfield;1
2024-10-12;Rodríguez;1
2024-10-12;Canned Heat;1
2024-10-12;Booker T. & the M.G.'s;1
2024-10-12;Büyük Ev Ablukada;15
2024-10-12;Palmiyeler;3
2024-10-12;Sakin;4
2024-10-12;Siyasiyabend;4
2024-10-12;Yüzyüzeyken Konuşuruz;1
2024-10-12;Yavuz Çetin;4
2024-10-12;Jakuzi;1
2024-10-12;Kesmeşeker;1
2024-10-12;uclercagri;1
2024-10-12;Kaan Tangöze;1
2024-10-12;Bulutsuzluk Özlemi;1
2024-10-12;Daprinski;1
2024-10-12;Bajofondo;1
2024-10-12;Souleance;1
2024-10-12;Orient Expressions;1
2024-10-12;Thievery Corporation;2
2024-10-12;Waldeck;1
2024-10-12;The Herbaliser;1
2024-10-12;Troublemakers;1
2024-10-12;Guts;1
2024-10-12;Mo' Horizons;1
2024-10-12;Bobby Womack;1
2024-10-12;America;1
2024-10-12;Duman;16
2024-10-12;Kalben;1
2024-10-12;Dolu Kadehi Ters Tut;2
2024-10-12;M Lisa;1
2024-10-13;Dolu Kadehi Ters Tut;1
2024-10-13;Büyük Ev Ablukada;10
2024-10-13;The Smiths;9
2024-10-13;Asu Maralman;1
2024-10-13;Füsun Önal;3
2024-10-13;Marc Aryan;1
2024-10-13;Hümeyra;1
2024-10-13;Nur Yoldas;1
2024-10-13;Ayla Dikmen;1
2024-10-13;Joan Chamorro;1
2024-10-13;Gotan Project;1
2024-10-13;The Herbaliser;1
2024-10-13;Mo' Horizons;2
2024-10-13;Anouar Brahem;1
2024-10-13;Thievery Corporation;2
2024-10-13;Handsome Boy Modeling School;1
2024-10-13;Alan Tew;1
2024-10-13;The Cure;11
2024-10-13;Pixies;7
2024-10-13;Cocteau Twins;1
2024-10-13;The Cramps;2
2024-10-13;Lebanon Hanover;5
2024-10-13;Ausgang;1
2024-10-13;New Order;3
2024-10-13;Sonic Youth;1
2024-10-13;Your Funeral;1
2024-10-13;The Damned;1
2024-10-13;Twin Tribes;1
2024-10-14;The Cure;9
2024-10-14;Soft Cell;1
2024-10-14;Bronski Beat;1
2024-10-14;The Doors;2
2024-10-14;Chris Isaak;1
2024-10-14;The Smiths;2
2024-10-14;Joy Division;1
2024-10-14;Radiohead;2
2024-10-14;PJ Harvey;1
2024-10-14;Portishead;1
2024-10-14;Strawberry Switchblade;1
2024-10-14;Fleetwood Mac;1
2024-10-14;Thievery Corporation;5
2024-10-14;Madonna;2
2024-10-14;Romare;2
2024-10-14;Morphine;1
2024-10-14;Joan Chamorro;2
2024-10-14;OneRepublic;5
2024-10-14;Daprinski;1
2024-10-14;Souleance;1
2024-10-14;Vincent Peirani;1
2024-10-14;Anouar Brahem;1
2024-10-14;Guts;1
2024-10-14;Mo' Horizons;1
2024-10-14;Joe Pass;1
2024-10-14;Troublemakers;1
2024-10-14;Gotan Project;1
2024-10-14;Galt MacDermot;1
2024-10-14;Bajofondo;1
2024-10-14;The Herbaliser;1
2024-10-14;Yom;1
2024-10-14;Ilhan Ersahin;1
2024-10-14;Handsome Boy Modeling School;1
2024-10-15;Barcelona Gipsy Klezmer Orchestra;1
2024-10-15;J.J. Cale;1
2024-10-15;Yavuz Çetin;3
2024-10-15;Yaşar Kurt;2
2024-10-15;Led Zeppelin;2
2024-10-15;Allie X;2
2024-10-15;Green Day;1
2024-10-15;Michael Levy;2
2024-10-15;The Beatles;1
2024-10-15;Foreigner;1
2024-10-15;Batuhan Mutlugil;2
2024-10-15;Eski Liman;2
2024-10-15;Buffalo Springfield;1
2024-10-15;Stevie Nicks;1
2024-10-15;Mirkelam;1
2024-10-15;Tom Jones;1
2024-10-15;Yaşlı Amca;1
2024-10-15;Skid Row;1
2024-10-15;Lil Mariko;1
2024-10-15;PUSSY PATROL;1
2024-10-15;Bulutsuzluk Özlemi;1
2024-10-15;LSDXOXO;1
2024-10-15;Chris Montez;1
2024-10-15;La Femme;5
2024-10-15;Saint Motel;1
2024-10-15;BENNETT;1
2024-10-15;Zella Day;1
2024-10-15;Paschalis;1
2024-10-15;Inner Circle;1
2024-10-15;Flört;3
2024-10-15;Molchat Doma;1
2024-10-15;Motörhead;1
2024-10-15;Erkin Koray;1
2024-10-15;Janis Joplin;1
2024-10-15;Rainbow;1
2024-10-15;Ten Years After;1
2024-10-15;Journers;1
2024-10-15;Cem Karaca;8
2024-10-15;Sakin;1
2024-10-15;Nur Yoldas;1
2024-10-15;Siyasiyabend;2
2024-10-15;Füsun Önal;4
2024-10-15;MFÖ;3
2024-10-15;3 Hürel;1
2024-10-15;Fikret Kızılok;4
2024-10-15;Asu Maralman;2
2024-10-15;Marc Aryan;1
2024-10-15;Ari Barokas;2
2024-10-15;Grup Yorum;1
2024-10-15;Özdemir Erdoğan;1
2024-10-15;Gündoğarken;1
2024-10-15;Mavi Işıklar;2
2024-10-15;Dario Moreno;1
2024-10-15;Lino Cannavacciuolo;1
2024-10-15;Urge Overkill;1
2024-10-15;Luciano Pavarotti;1
2024-10-15;Radiohead;1
2024-10-15;The Hooters;1
2024-10-15;Jimmy Whoo;1
2024-10-15;Seu Jorge;1
2024-10-15;Büyük Ev Ablukada;1
2024-10-15;Alice Cooper;1
2024-10-15;Jimi Hendrix;1
2024-10-15;Jim Croce;1
2024-10-15;Michelle Gurevich;1
2024-10-15;Kurt Cobain;1
2024-10-15;Kalben;1
2024-10-15;Can Tutuğ;2
2024-10-15;Stefano Del Sole;1
2024-10-15;Ece Göksu;1
2024-10-15;Istanbul Sessions;2
2024-10-15;Wax Poetic;5
2024-10-15;Esin Afşar;1
2024-10-15;Chris Isaak;2
2024-10-15;Goran Bregović;1
2024-10-15;MPL;1
2024-10-15;Yves Simon;1
2024-10-15;The Doors;1
2024-10-15;Palatine;1
2024-10-15;Ylvis;1
2024-10-15;Dhafer Youssef;1
2024-10-15;René Aubry;1
2024-10-15;EABS;1
2024-10-15;Manu Chao;3
2024-10-15;Eyedress;2
2024-10-15;Bronski Beat;1
2024-10-15;Kate Bush;1
2024-10-15;TV Girl;2
2024-10-15;Paolo Conte;1
2024-10-15;Rodrigo Amarante;1
2024-10-15;Metronomy;2
2024-10-15;Billie Eilish;1
2024-10-15;Al Stewart;1
2024-10-15;FILV;1
2024-10-15;Mehmet Güreli;1
2024-10-16;La Femme;13
2024-10-16;Air;1
2024-10-16;Duman;2
2024-10-16;Lou Reed;1
2024-10-16;Ry Cooder;1
2024-10-16;Creedence Clearwater Revival;3
2024-10-16;Marvin Gaye;2
2024-10-16;AC/DC;1
2024-10-16;Canned Heat;1
2024-10-16;Rodríguez;2
2024-10-16;Motörhead;1
2024-10-16;Jefferson Airplane;1
2024-10-16;America;2
2024-10-16;Led Zeppelin;2
2024-10-16;The Rolling Stones;1
2024-10-16;Dusty Springfield;1
2024-10-16;Jimi Hendrix;2
2024-10-16;Carioca;1
2024-10-16;Rudolph Johnson;1
2024-10-16;El Michels Affair;1
2024-10-16;Anitek;1
2024-10-16;Lafayette Afro Rock Band;1
2024-10-16;RK Nagati;1
2024-10-16;Ersen ve Dadaşlar;1
2024-10-16;Chene Noir;1
2024-10-16;Alain Goraguer;3
2024-10-16;Tim Maia;1
2024-10-16;Bembeya Jazz National;1
2024-10-16;questionmark;1
2024-10-16;Blackblood;1
2024-10-16;Alice Clark;1
2024-10-16;Ikebe Shakedown;1
2024-10-16;Lou Rawls;1
2024-10-16;Danny Rivera;1
2024-10-16;Hardal;1
2024-10-16;Samuel Belay;1
2024-10-16;The Scorpions;1
2024-10-16;Wendell Harrison;1
2024-10-16;Hariçten Gazelciler;1
2024-10-16;The Dramatics;1
2024-10-16;Sound of Fractures;1
2024-10-16;Roy Ayers;1
2024-10-16;Pierre Cavalli;1
2024-10-16;Syl Johnson;1
2024-10-16;I Marc 4;2
2024-10-16;Menahan Street Band;1
2024-10-16;George Semper;1
2024-10-16;Mulatu Astatke;2
2024-10-16;CV Vision;1
2024-10-16;Gene Sikora;1
2024-10-16;Piero Umiliani;1
2024-10-16;Ahmed Malek;1
2024-10-17;Menahan Street Band;2
2024-10-17;Rodríguez;1
2024-10-17;Dire Straits;1
2024-10-17;Nino Ferrer;1
2024-10-17;Billie Kark;2
2024-10-17;Siyasiyabend;1
2024-10-17;Yavuz Çetin;4
2024-10-17;Pink Floyd;1
2024-10-17;Malik Djoudi;1
2024-10-17;Morcheeba;2
2024-10-17;The Smiths;10
2024-10-17;Waldeck;1
2024-10-17;Cortex;1
2024-10-17;Björk;1
2024-10-17;The Doors;2
2024-10-17;Flört;2
2024-10-17;Ruth;1
2024-10-17;Air;1
2024-10-17;Ilhan Ersahin;1
2024-10-17;TM Juke;1
2024-10-17;Jon Kennedy;1
2024-10-17;Thievery Corporation;2
2024-10-17;Alice Russell;1
2024-10-17;Joan Chamorro;1
2024-10-17;La Femme;1
2024-10-17;Son Feci Bisiklet;2
2024-10-17;Radiohead;2
2024-10-17;Jay-Jay Johanson;1
2024-10-17;The Dø;1
2024-10-17;Hardal;1
2024-10-17;I Monster;2
2024-10-17;Michelle Gurevich;1
2024-10-17;Jacqueline Taieb;1
2024-10-17;PJ Harvey;2
2024-10-17;Leonard Cohen;1
2024-10-17;Palmiyeler;1
2024-10-17;MFÖ;1
2024-10-17;Patrick Watson;1
2024-10-17;Juniore;1
2024-10-17;Jeff Buckley;1
2024-10-18;Radiohead;10
2024-10-18;Şebnem Ferah;1
2024-10-18;Teoman;1
2024-10-18;Duman;1
2024-10-18;Kate Bush;1
2024-10-18;Elton John;4
2024-10-18;Richy Mitch & The Coal Miners;1
2024-10-18;Pinhani;1
2024-10-18;salvia palth;1
2024-10-18;Alexandra Savior;1
2024-10-18;System Of A Down;1
2024-10-18;Sinéad O'Connor;2
2024-10-18;TV Girl;2
2024-10-18;Cults;1
2024-10-18;Bernadette Carroll;1
2024-10-18;Amy Winehouse;1
2024-10-18;Pink Floyd;1
2024-10-18;The Beatles;1
2024-10-18;Black Sabbath;1
2024-10-18;KXLLSWXTCH;1
2024-10-18;Deep Purple;1
2024-10-18;Barcelona Gipsy Klezmer Orchestra;1
2024-10-18;Matt Maltese;1
2024-10-18;Ricky Nelson;1
2024-10-18;The Sh-Booms;2
2024-10-18;Jim Croce;2
2024-10-18;J.J. Cale;1
2024-10-18;Guts;1
2024-10-18;Ahmet Kaya;3
2024-10-18;Lou Reed;1
2024-10-18;Grup Yorum;1
2024-10-18;Creedence Clearwater Revival;1
2024-10-18;Dire Straits;1
2024-10-18;The Taxpayers;1
2024-10-18;Scorpions;1
2024-10-18;Cutting Crew;1
2024-10-18;Mild High Club;1
2024-10-18;Leonard Cohen;1
2024-10-18;I Monster;1
2024-10-18;Sade;1
2024-10-18;Mitski;1
2024-10-18;Pat Benatar;1
2024-10-18;Feyyaz Yigit;3
2024-10-18;Hande Yener;4
2024-10-18;Yaşar;1
2024-10-18;Hakan Peker;2
2024-10-18;KT Tunstall;1
2024-10-18;LARA;1
